Year,Month,Model_Name,Models_Created,Algorithm_Type,Data_Size_GB,Training_Time_Hours,Accuracy,Precision,Recall,F1_Score,Validation_Split,Epochs,Batch_Size,Optimizer,Investment_Million_USD,Public_Acceptance,Investment_in_Billion_USD,Public_Acceptance_Percentage,Number_of_Employees,Tech_Advancements,Industry_Adoption,Regulatory_Environment,Public_Awareness
2016,8,Model_49,2.0,Supervised,979.6472236650974,69.6137135815851,0.5446437710529004,0.6878739574022079,1.0,0.6361959708485583,0.12,442,16.0,Adam,4722.443849193959,0.65,4.722443849193959,71.31897649799609,2,High,High,Moderate,High
2017,12,Model_24,4.0,Supervised,206.0410656934918,26.39365927535063,0.6856376398901087,0.7806864525630279,0.9744801998711433,0.669147891092355,0.15,384,32.0,RMSprop,6418.940683391268,0.63,6.418940683391268,67.47330913338816,3,High,High,Strict,High
2014,3,Model_33,7.0,Reinforcement,325.0447052829228,10.9203206851085,0.7738556952154538,0.7077162484747961,0.6376830143981982,0.6982715740840411,0.19,103,128.0,SGD,598.1971324767069,0.57,0.5981971324767069,62.19987086488024,0,High,High,Strict,High
2021,4,Model_19,2.0,Reinforcement,673.6174411763906,69.89368193471755,0.4105861733437658,0.4056710937023436,0.8257611961878257,0.5066148643689601,0.1,248,64.0,Adamax,57226.16469995543,0.88,57.22616469995543,50.1560668451548,21,High,Low,Strict,High
2020,11,Model_2,6.0,Reinforcement,67.08622893062011,17.0871839594855,0.6309226289487575,0.4772897501209784,0.8863624349936798,0.8131731565743295,0.22,447,256.0,Adamax,52759.09176643672,0.8,52.75909176643673,57.69694235439533,19,High,Low,Strict,High
2014,4,Model_55,5.0,Reinforcement,676.2355767966585,74.7191505923312,0.5449193261996692,0.7682936356026432,0.6432389328177863,0.6197859446528835,0.12,143,128.0,SGD,841.3075354987835,0.58,0.8413075354987836,88.36305671390085,0,High,High,Flexible,High
2013,11,Model_11,9.0,Reinforcement,452.931896003032,113.5264836182928,0.7093714551208625,0.6084550780375808,0.8334656748814472,0.6710566924327519,0.22,80,256.0,SGD,636.4279672702454,0.45,0.6364279672702454,81.5672441160545,0,High,High,Moderate,High
2015,5,Model_99,5.0,Supervised,288.9188542812322,85.90029122098889,0.6020364052315329,0.807356471009684,0.6105467693630295,0.7091645851765729,0.18,164,32.0,Adamax,334.0793441959328,0.7,0.3340793441959328,86.75413651692799,0,High,High,Flexible,High
2015,9,Model_17,3.0,Supervised,370.9880875034844,14.43602377393004,0.370297506364016,0.599549612306468,0.8001167429462077,0.4784908156939875,0.25,257,64.0,SGD,709.097208786778,0.58,0.709097208786778,51.11579340396706,0,Low,Low,Strict,Moderate
2012,12,Model_42,5.0,Reinforcement,102.1487015794429,87.42151936759474,0.6994054530981325,0.79953937824857,0.6245122807166085,0.6539903974082044,0.19,14,128.0,Adamax,273.8216977400659,0.62,0.2738216977400659,71.97927974805218,0,High,Low,Moderate,High
2018,9,Model_61,2.0,Unsupervised,163.2881896573516,31.22545911718525,0.7344578585770317,0.6383929439966903,0.6463635936254807,0.4405010147732717,0.29,315,64.0,Adam,4779.213689006408,0.71,4.779213689006408,77.04260472727522,3,High,High,Moderate,High
2021,10,Model_3,15.0,Unsupervised,112.765728173411,13.72307492416183,0.9484257914671321,0.8150582822445465,0.5218835876909999,0.6114377589898169,0.17,217,512.0,SGD,29331.89253035396,0.79,29.33189253035396,100.0,15,High,Low,Flexible,Very High
2020,12,Model_86,8.0,Unsupervised,741.8556666692156,15.23018122229578,0.7201133529997539,0.6050087660261289,0.7934491429084078,0.8018340257183113,0.21,390,512.0,Adam,27125.35730105668,0.83,27.12535730105668,100.0,13,High,Low,Flexible,Very High
2016,1,Model_35,6.0,Supervised,152.6977160059848,57.65776024308185,0.8500618599291082,0.5427987182774066,0.8261902830373855,0.8132882768254415,0.25,181,128.0,Adam,3877.658857649058,0.63,3.877658857649058,76.11138107151615,2,High,High,Moderate,High
2010,8,Model_85,4.0,Reinforcement,511.0494913701269,55.53956426970657,0.6703779637375475,0.5243335099144877,0.881119760364834,0.8950053684080314,0.14,226,16.0,SGD,535.1331931025649,0.33,0.5351331931025649,55.19999898916991,0,Low,Low,Strict,Low
2022,1,Model_89,10.0,Unsupervised,157.3787854213355,19.92827620146581,0.5243721753839301,0.7880479057534969,0.7018807845682453,0.5195859040065834,0.1,392,256.0,Adamax,73696.71741140848,0.87,73.69671741140847,95.71616067403639,27,Very High,Low,Flexible,Very High
2016,2,Model_66,3.0,Unsupervised,123.6917024102567,17.42708604828771,0.6872323734536292,0.609041148077588,0.5799724452204874,0.7338827988861726,0.26,474,512.0,RMSprop,4690.639476038985,0.6,4.690639476038985,82.20346474953257,2,High,High,Moderate,High
2014,7,Model_1,3.0,Unsupervised,143.9948935607646,25.18153828763214,0.7216538860450907,0.8413787369356039,0.3762109335777533,1.0,0.16,437,16.0,RMSprop,702.4482361815251,0.53,0.7024482361815251,90.74249088440044,0,High,High,Flexible,High
2014,8,Model_7,6.0,Reinforcement,292.3583845616337,31.21971500537411,0.7101370014326503,0.8123987644721331,0.5314243726162826,0.618617511713561,0.13,297,128.0,Adam,106.0213771555041,0.6,0.1060213771555041,85.2869901432071,0,High,High,Flexible,High
2022,1,Model_20,5.0,Reinforcement,383.6019683602644,52.19730432490512,0.8435623100115314,0.5521748750106628,0.6639072655965566,0.8914396954250381,0.22,137,16.0,Adam,53866.45268445709,0.95,53.86645268445709,66.97362561440636,23,High,Low,Strict,High
2011,3,Model_43,6.0,Supervised,440.7803431513502,78.42175377830402,0.5486743992805043,0.9554814451534348,0.676322580771019,0.7649200244522466,0.17,128,32.0,Adam,451.2645068485481,0.39,0.4512645068485481,70.83924984718327,0,High,Low,Moderate,High
2013,7,Model_6,5.0,Reinforcement,285.6492117110563,31.69623415440405,0.5809429495953105,0.7271254768461768,0.7995001460764126,0.7883351063860589,0.15,68,128.0,SGD,594.8050211126873,0.53,0.5948050211126873,91.62607376723217,0,High,High,Flexible,High
2021,9,Model_55,6.0,Supervised,325.4487154214393,100.4033360030117,0.9459651193026439,0.632002030167184,0.8290110376504679,0.7208806513573258,0.24,86,16.0,Adamax,31715.52531691417,0.81,31.71552531691417,83.68461709520257,16,High,Low,Moderate,Very High
2015,8,Model_100,6.0,Unsupervised,663.6941700296906,37.3181228815213,0.9170550264235582,0.7362897956471876,0.9856633752702778,0.8421094240176871,0.29,390,64.0,Adam,876.0190924354305,0.63,0.8760190924354305,76.77423433315992,0,High,High,Moderate,High
2019,8,Model_21,8.0,Supervised,198.7462730440743,66.53950977950991,0.6479126836410801,0.8433202178352186,0.8295921697010836,0.6020272278335086,0.21,421,64.0,Adamax,88088.44541062435,0.81,88.08844541062435,86.29622305761542,22,Very High,Low,Flexible,High
2020,9,Model_51,2.0,Supervised,208.3494160492774,47.19121908733753,0.3512798418458827,0.7982895016888562,0.7742047565979421,0.9602315831987139,0.26,389,128.0,SGD,11216.07687493166,0.85,11.21607687493166,100.0,8,High,Low,Flexible,Very High
2016,10,Model_46,5.0,Reinforcement,781.0662245792769,70.54208127166697,0.9788630524425846,0.7950306102784329,0.4123700748337772,0.7245399993134211,0.27,27,64.0,RMSprop,4574.650097222205,0.63,4.574650097222205,57.13179464874572,2,Low,Moderate,Strict,Moderate
2020,3,Model_35,4.0,Unsupervised,603.7114525053603,101.0307170077077,1.0,0.7368220849198838,0.7219715854817417,0.5640794869317398,0.2,167,512.0,RMSprop,87431.03844474004,0.86,87.43103844474004,67.39626190188025,24,High,Low,Strict,High
2014,8,Model_100,2.0,Supervised,197.5037621078179,46.17035934753488,0.9817933308216509,0.8461097190302865,0.2871218167175998,0.810363525461928,0.2,193,16.0,SGD,773.9893983643797,0.56,0.7739893983643796,72.17180694878921,0,High,High,Moderate,High
2018,1,Model_8,6.0,Unsupervised,223.5747746445078,63.43971627933743,0.8203052698785884,0.7298972113963406,0.8062375219635766,0.8636102716294486,0.24,68,64.0,Adam,5360.692461918161,0.79,5.360692461918161,52.85178200080203,3,Moderate,Moderate,Strict,High
2012,8,Model_68,7.0,Unsupervised,237.9893488528219,56.23154581148189,0.8009052233979199,0.8597404262489197,0.8491259362168156,0.8812685728509845,0.29,400,512.0,Adamax,961.469026876338,0.41,0.9614690268763381,68.71449407930794,0,High,Low,Strict,High
2010,7,Model_16,6.0,Reinforcement,44.17940479437481,55.64995705326212,0.6700748306206068,0.6632971361069528,0.7669922199069824,0.7365427554636788,0.26,398,32.0,RMSprop,410.6972275296952,0.35,0.4106972275296952,90.59320345139622,0,High,Low,Flexible,High
2013,8,Model_67,9.0,Unsupervised,300.9842583472868,19.04583268788904,0.7518029837701633,0.7027002597170646,1.0,0.7393880383170574,0.26,45,32.0,SGD,281.6619200490228,0.56,0.2816619200490228,90.8223544439775,0,High,High,Flexible,High
2018,1,Model_71,4.0,Supervised,262.4842628778905,27.23247604633294,0.8088319883647814,0.8831969890078761,0.6878436909711905,0.8677957852367795,0.26,281,,Adamax,6865.663850288863,0.62,6.865663850288863,67.17418032521601,4,High,High,Strict,High
2013,6,Model_64,5.0,Unsupervised,269.5850578237665,76.25512499226882,0.7857366258896006,0.8388891693758953,0.3656384682806159,0.4889011308046188,0.19,204,32.0,Adam,905.3327060663273,0.41,0.9053327060663273,76.94788708038638,0,High,High,Moderate,High
2011,7,Model_2,3.0,Unsupervised,696.5978229980783,127.7852088536274,0.8685461652465118,0.8774631744438837,0.515061953068224,0.8892246619902329,0.27,243,512.0,RMSprop,989.4748408198258,0.54,0.9894748408198257,64.4162964806127,0,High,Low,Strict,High
2019,11,Model_1,0.0,Unsupervised,745.2356634432986,24.97336427096933,0.6642990014956706,0.6357988506743613,0.9631952976111641,0.874253295590127,0.17,128,16.0,Adamax,80147.87016301777,0.8,80.14787016301777,67.96610713250274,21,High,Low,Strict,High
2014,5,Model_58,8.0,Reinforcement,803.959090583766,109.3581233233256,0.5930739346857236,0.6372008265858851,0.7451740915109806,0.9979027771248483,0.22,347,16.0,RMSprop,134.9063674257626,0.56,0.1349063674257626,75.23504963779726,0,High,High,Moderate,High
2012,5,Model_1,5.0,Reinforcement,320.8712789980408,13.92018038709601,0.7899204453205281,0.7255720056574512,0.5750566614852244,0.5503454067359749,0.13,-40,128.0,Adamax,273.305044784575,0.48,0.2733050447845751,65.35578619106404,0,High,Low,Strict,High
2022,7,Model_7,7.0,Unsupervised,767.479507831286,23.97817086638669,0.6230085159672577,1.0,0.7775975758379137,0.6632184624753672,0.23,145,128.0,Adamax,37257.92596467629,0.97,37.25792596467629,53.32270210525311,19,High,Low,Strict,High
2021,11,Model_88,7.0,Unsupervised,435.7556445486343,97.75442694884639,0.6965760108698841,0.8616359858408816,0.8776772599236492,0.7066242157786269,0.25,340,16.0,SGD,47336.46842067678,0.81,47.33646842067678,61.97881112361158,19,High,Low,Strict,High
2022,3,Model_69,5.0,Unsupervised,219.4183999251948,41.11849110378745,1.0,0.6397263520176034,0.6294267798033115,0.8147391725388715,0.18,204,256.0,Adam,60535.49158284253,0.9,60.53549158284253,90.44666397985213,24,Very High,Low,Flexible,Very High
2018,6,Model_85,2.0,Unsupervised,824.7213113642175,186.1660575819646,0.4927185759267717,0.6338310203088574,0.655065725173289,0.7064383519006746,0.2,45,32.0,SGD,8946.630184078547,0.8,8.946630184078547,71.40634997575883,4,High,High,Moderate,High
2013,7,Model_92,6.0,Supervised,264.5305612867664,88.48304452655852,0.9078030273005008,0.614371994805682,0.5453532371003923,0.7522054765212449,0.1,-263,512.0,SGD,130.4080805621569,0.57,0.1304080805621569,64.09487864371143,0,High,High,Strict,High
2015,1,Model_18,3.0,Unsupervised,1139.963649351659,51.01748568325531,0.7597880472792498,0.885666446017898,0.6852766374143113,0.9717768485700472,0.28,325,256.0,,900.9114825113903,0.52,0.9009114825113903,76.8304961175406,0,High,High,Moderate,High
2011,12,Model_88,9.0,Unsupervised,324.8837400733439,64.27941706849947,0.7433655610886999,0.6927490824105117,0.8749733877873747,0.8843690340176005,0.26,350,256.0,,385.3211964149359,0.39,0.3853211964149359,69.69531666582944,0,High,Low,Strict,High
2015,2,Model_32,2.0,Supervised,257.5719926639828,12.38415922503923,0.5671101919385226,0.5766157889726222,0.4260877815145271,0.9972791617482227,0.25,319,16.0,RMSprop,135.1892806303768,0.72,0.1351892806303768,100.0,0,High,High,Flexible,High
2012,12,Model_45,3.0,Unsupervised,809.4809991281307,47.25337273439752,0.5837560119371904,0.5568598666765472,0.7568942807148777,0.6636728115499078,0.11,202,16.0,RMSprop,659.9989986222599,0.54,0.65999899862226,82.74107596365262,0,High,Low,Moderate,High
2021,4,Model_33,11.0,Reinforcement,1400.973094183419,77.68255609145531,1.0,0.6360372239163787,0.9026761353766066,0.6408899584027578,0.14,477,256.0,Adam,91683.33961701056,0.87,91.68333961701056,38.52243338944557,27,High,Low,Very Strict,High
2021,8,Model_74,6.0,Supervised,338.2783923320563,57.68515076059236,0.7790343895310887,0.8392415649320052,0.7375926085894347,0.4695474472778409,0.3,59,32.0,Adamax,79756.04573422797,0.88,79.75604573422797,82.6322081404501,25,Very High,Low,Moderate,Very High
2018,11,Model_73,1.0,Reinforcement,543.8853012335395,50.71217586503428,0.5431511978977394,0.5890174949400275,0.6933360533171241,0.5088838113599374,0.19,467,64.0,RMSprop,3893.95688892746,0.7,3.89395688892746,64.27408921404587,3,High,High,Strict,High
2020,10,Model_49,8.0,Reinforcement,107.5674386876375,70.08565854705174,0.7295842196147289,0.692305459569938,0.4142579869774826,0.7946375758987653,0.28,443,256.0,Adam,41296.07303636104,0.82,41.29607303636104,70.94024076914064,16,High,Low,Moderate,High
2011,6,Model_33,8.0,Unsupervised,521.4162985256055,46.40444395865705,0.7647593130510424,0.4776195474035271,0.542791119133463,0.6710599280289262,0.24,207,64.0,Adam,267.0768991019962,0.41,0.2670768991019962,71.6076923172974,0,High,Low,Moderate,High
2021,1,Model_97,8.0,Reinforcement,346.9897536895117,59.68685926216615,0.9776602356479424,0.7423648781293178,0.8219188911386186,0.7436155231290412,0.26,472,16.0,RMSprop,80053.94762573826,0.85,80.05394762573826,83.65304049592285,25,Very High,Low,Moderate,Very High
2021,10,Model_71,3.0,Supervised,125.1058187704241,87.38264690065031,0.7089901421916083,0.7476086224368813,0.6373374409021348,0.9584560328728734,0.22,364,128.0,Adam,62777.06664211371,0.96,62.77706664211371,74.07312562056347,22,High,Low,Moderate,High
2018,5,Model_68,8.0,Reinforcement,691.5477712054264,32.14361622530124,0.8692635258935656,0.4776942262001487,0.8710277862159628,0.6897180657230741,0.14,179,32.0,Adamax,9783.644863013527,0.75,9.783644863013528,60.56668341838893,4,High,High,Strict,High
2014,7,Model_28,7.0,Supervised,305.5996968535741,36.11114431678024,0.7947948976765854,0.5721282678013704,0.8936112322344908,0.8791571384554014,0.2,196,16.0,Adamax,898.0490349001848,0.58,0.8980490349001847,75.034106440159,0,High,High,Moderate,High
2017,6,Model_87,4.0,Reinforcement,274.7337102039704,48.3314986261072,0.8593864775645832,0.6047816681957713,0.7241721748008515,0.7750278447722431,0.27,110,256.0,Adam,6079.620220015645,0.67,6.079620220015645,51.19989641298122,3,Moderate,Moderate,Strict,Moderate
2011,12,Model_53,6.0,Supervised,96.4289973802025,40.0394924291144,0.6211191815252342,0.6125459426583186,0.6052002460621522,0.7645322385178519,0.28,279,256.0,Adam,818.4912005654068,0.49,0.8184912005654068,100.0,0,High,Low,Flexible,High
2015,9,Model_96,7.0,Unsupervised,156.0094499593272,29.24426106912959,0.7904681291686384,0.5603039339425544,0.6591999864087829,0.7084415658758252,0.24,416,256.0,RMSprop,572.909506670183,0.61,0.5729095066701829,41.5450245136356,0,Low,Low,Very Strict,Moderate
2012,8,Model_44,2.0,Unsupervised,557.5428886297628,87.49471312836017,0.6737482516346993,0.7873782277098496,0.6052756787748946,0.8536325671334025,0.23,302,128.0,SGD,224.5646158071642,0.44,0.2245646158071642,59.01483525413089,0,Low,Low,Strict,Low
2021,4,Model_80,8.0,Reinforcement,210.4090230780029,9.09249660454946,0.4227473958710958,0.7878156686712131,0.5835008329064668,0.5616944797812642,0.23,201,128.0,RMSprop,25119.91137349723,0.81,25.11991137349723,53.36541620125718,14,High,Low,Strict,High
2021,11,Model_55,14.0,Reinforcement,319.7980847251201,68.34520537226773,0.8247825532480666,0.6111687490700235,0.8426596386440722,0.7370133121490047,0.21,334,256.0,Adamax,19008.30169754015,0.84,19.00830169754015,64.35547245615602,12,High,Low,Strict,High
2019,12,Model_10,6.0,Unsupervised,503.3863623582645,60.0510183208443,0.6757640912406846,0.8578091176279838,0.8401173491982837,0.5351405675562483,0.28,374,64.0,Adamax,55635.09479115314,0.8,55.63509479115314,53.51775411548968,17,High,Low,Strict,High
2014,5,Model_14,2.0,Unsupervised,283.2732553557438,45.13240479541686,0.7597787969067982,0.4727116761225499,0.7583042576509645,0.9284507231735719,0.25,19,32.0,RMSprop,504.2468817343766,0.49,0.5042468817343766,68.18221045141145,0,High,High,Strict,High
2021,7,Model_36,3.0,Supervised,639.6733374490057,79.0225307412107,0.7871743353988571,0.8502792478899887,0.660206182157904,0.9330994502131869,0.24,21,16.0,RMSprop,70533.03007367117,0.95,70.53303007367117,75.33317555372993,24,Very High,Low,Moderate,Very High
2017,8,Model_34,5.0,Unsupervised,700.971187165607,12.41674920193853,0.6453166762023396,0.7993470554534358,0.5126420694198155,0.6948240789454044,0.18,222,32.0,Adam,8925.452981995782,0.66,8.925452981995782,57.3943741429257,4,Moderate,Moderate,Strict,Moderate
2019,5,Model_88,8.0,Unsupervised,469.1782632265304,50.42422440574479,0.9520965917599077,0.4586133750061638,0.5843473397332579,0.5773633387373746,0.19,249,256.0,Adam,29160.52701024419,0.76,29.16052701024419,78.65375752919786,12,High,Low,Moderate,High
2010,9,Model_18,5.0,Supervised,1202.69488411766,47.71938179180982,0.7544655758950284,0.7125764913723356,0.6421173898029958,0.6588486021832324,0.19,463,512.0,Adamax,181.6556558035317,0.42,0.1816556558035317,100.0,0,High,Low,Flexible,High
2014,10,Model_16,1.0,Unsupervised,85.3247168909324,14.60957728440594,1.0,0.6602690613591008,0.2975113130733921,0.6432400585462806,0.3,145,256.0,Adamax,269.1534282825344,0.52,0.2691534282825344,87.17544751102221,0,High,High,Flexible,High
2012,12,Model_37,4.0,Supervised,147.164929920831,78.9883395232648,0.9259382536377263,1.0,0.8991130597797498,0.8481263283059756,0.28,197,64.0,Adam,230.7633461746581,0.51,0.2307633461746581,94.94387224324566,0,High,Low,Flexible,High
2013,4,Model_41,7.0,Unsupervised,343.6770013044594,39.9978693037028,0.6302986137897394,0.6986202925129046,0.7818869447721026,0.7554359184192203,0.12,207,32.0,Adam,129.1161798251769,0.51,0.129116179825177,100.0,0,High,High,Flexible,High
2011,4,Model_25,12.0,Supervised,988.4355372551296,38.24334475192126,0.9999483233934536,0.7584081653324549,0.8141359094654314,0.8860111708720382,0.19,486,256.0,SGD,927.9323397662628,0.41,0.9279323397662628,59.0898853754603,0,Low,Low,Strict,Low
2018,8,Model_8,1.0,Unsupervised,839.3404202819474,47.39158646152281,0.7412975252645772,0.5850754064790346,0.4568661020369857,0.7961051589957454,0.15,148,256.0,Adam,8333.232209184465,0.74,8.333232209184466,57.09597314380996,4,Moderate,Moderate,Strict,High
2012,1,Model_88,6.0,Unsupervised,176.263200745788,41.50248167165151,1.0,0.6959815194627921,0.626027505224393,0.6459896302645961,0.16,208,32.0,Adam,190.5599863129273,0.44,0.1905599863129273,65.96696472531669,0,High,Low,Strict,High
2011,8,Model_84,2.0,Reinforcement,113.5737350918429,50.5124724373916,0.5824238917427719,0.9965357554055396,0.6788299489512125,0.8610967413447156,0.1,288,64.0,Adam,793.5038002367934,0.42,0.7935038002367933,53.49085594043628,0,Low,Low,Strict,Low
2019,5,Model_94,1.0,Supervised,219.9915427039612,25.73395470908506,0.7915463884205243,0.7042443094266565,0.6169596019979731,0.8666020653364671,0.13,227,128.0,RMSprop,72100.87499817666,0.81,72.10087499817666,80.60237681132531,20,Very High,Low,Moderate,High
2020,11,Model_84,12.0,Unsupervised,322.3163737925574,14.53128852024235,0.7894968150161221,0.782373375062335,0.6699783936379912,0.6468073465854803,0.22,40,16.0,Adam,68448.1325288196,0.82,68.4481325288196,100.0,21,Very High,Low,Flexible,Very High
2018,1,Model_18,5.0,Reinforcement,1377.20794330578,67.39804715544646,0.7676000814674706,0.7811750746954561,0.7737073109500011,0.5206830598609445,0.23,337,512.0,Adamax,7545.581742478564,0.76,7.545581742478563,74.19373392587244,4,High,High,Moderate,High
2016,4,Model_68,9.0,Reinforcement,1126.3668194716,55.01917624666481,0.6074341014078287,0.9538996952317843,0.6118984879704389,0.8415436930027752,0.29,265,32.0,Adamax,2141.945259437269,0.71,2.141945259437269,83.53314826645237,1,High,High,Moderate,High
2015,2,Model_48,3.0,Supervised,890.7061648638456,55.56310081011495,0.8607072911345254,0.657398637609964,0.6531750915387192,0.959427362670381,0.27,70,32.0,Adamax,561.6286906465913,0.63,0.5616286906465913,91.7339969345667,0,High,High,Flexible,High
2010,4,Model_100,4.0,Reinforcement,713.857476059042,77.32318497825517,0.7709252231394367,0.6883506938209282,0.7180719289045503,0.6265704340340525,0.15,477,16.0,Adamax,771.9490775846489,0.47,0.7719490775846489,54.81351157874336,0,Low,Low,Strict,Low
2014,8,Model_70,3.0,Unsupervised,506.943166148177,25.33775614370959,0.6204834372386896,1.0,0.6164523418105143,0.9246605088446346,0.21,50,64.0,RMSprop,182.2578018206414,0.65,0.1822578018206414,53.70953950284068,0,Low,Low,Strict,Low
2021,5,Model_67,1.0,Reinforcement,922.0724892654383,5.686829069047072,0.6272140979018651,0.7465196871194664,0.7482416449446303,0.6673448104920504,0.14,265,16.0,RMSprop,10520.83936412413,0.93,10.52083936412413,66.90548570357903,9,High,Low,Strict,High
2020,1,Model_18,4.0,Supervised,178.2170439248962,11.35264608415719,0.663160768289763,0.6089602659267672,0.4462130708971982,0.5710889834230324,0.19,436,128.0,SGD,90876.25458042318,0.74,90.87625458042318,41.69037945740752,25,High,Low,Very Strict,High
2020,7,Model_18,6.0,Supervised,186.2825822383818,65.89887181031702,0.6686829677040521,0.6968929895162381,0.8240112011773727,0.8626790415288724,0.25,157,512.0,SGD,73638.61928210995,0.86,73.63861928210996,45.27314591849651,22,High,Low,Very Strict,High
2012,1,Model_56,5.0,Unsupervised,676.0249606655555,17.57453243172372,0.7226754233919045,0.8405314343143926,0.7802904082404385,0.6359294777295268,0.25,86,16.0,Adam,451.6292566741645,0.49,0.4516292566741645,69.44634595212946,0,High,Low,Strict,High
2010,9,Model_23,4.0,Unsupervised,512.0206612610904,14.6212354285376,0.6242095127714506,0.865487538004188,0.5789211358124547,0.6796184807312458,0.25,54,64.0,RMSprop,838.1772616599897,0.36,0.8381772616599896,96.92945908240534,0,High,Low,Flexible,High
2013,3,Model_35,6.0,Unsupervised,567.6055504345411,3.401129302769236,0.5862118030361356,0.6373322380697302,0.7657678492239433,0.6132737588663596,0.14,141,32.0,Adam,294.206640270948,0.53,0.294206640270948,57.19668523747744,0,Low,Low,Strict,Low
2022,12,Model_6,4.0,Reinforcement,148.8744241317281,61.6381204023626,0.6247716777695237,0.7330367098922753,0.7608270526456806,0.6256422383243329,0.18,353,32.0,RMSprop,38086.11189710104,0.94,38.08611189710103,44.0306592800148,19,High,Low,Very Strict,High
2011,3,Model_26,2.0,Unsupervised,871.4592215714587,30.37611373272468,0.6119406548931255,0.5828495504635465,0.3828993261189319,0.5965673086606182,0.24,78,128.0,SGD,232.5547264733437,0.34,0.2325547264733437,68.21446481543782,0,High,Low,Strict,High
2011,6,Model_85,7.0,Unsupervised,1131.246724965847,54.08435083540378,1.0,0.7524097594311733,0.7975655592060715,0.7708673400070098,0.12,294,32.0,Adam,471.8353674123004,0.36,0.4718353674123004,42.32989501067701,0,Low,Low,Very Strict,Low
2012,10,Model_61,3.0,Unsupervised,932.7789312772701,-0.5210564648271294,0.9277339072077901,0.7388392104219059,0.576191867925081,0.8514421434322434,0.17,88,32.0,Adamax,702.9682765369073,0.45,0.7029682765369073,60.68708721996835,0,High,Low,Strict,High
2017,6,Model_88,3.0,Supervised,374.2299206431807,115.7953406658176,0.7710612392564518,0.6614550545739406,0.8488487529233941,0.8150197140558554,0.22,479,512.0,Adamax,9018.859686245492,0.75,9.018859686245493,78.44411699415845,4,High,High,Moderate,High
2017,11,Model_15,4.0,Unsupervised,643.8069040654487,93.34374542740396,0.7554094168426131,1.0,0.6664472378115501,0.8038002527662977,0.2,349,16.0,Adamax,4609.443799997954,0.7,4.609443799997954,47.33700683242505,2,Low,Moderate,Very Strict,Moderate
2021,11,Model_91,4.0,Reinforcement,562.8437718559146,73.26357730221983,0.7500918613371265,0.7930888710442298,0.7327693425158353,0.9328751180975415,0.11,87,512.0,Adamax,79828.1222700649,0.86,79.8281222700649,100.0,25,Very High,Low,Flexible,Very High
2016,6,Model_32,5.0,Supervised,845.7637082599623,47.03462741582637,0.7641540141298714,0.3095552034713069,0.3911483733544285,0.8849936489384391,0.24,216,128.0,RMSprop,6903.189433667562,0.63,6.903189433667563,78.23363853085273,3,High,High,Moderate,High
2015,1,Model_12,1.0,Unsupervised,231.3459982263444,23.79234057573051,0.8501538591802614,1.0,0.5933495061844992,0.697712926829719,0.17,77,32.0,SGD,418.9416877587998,0.53,0.4189416877587999,51.1914982541222,0,Low,Low,Strict,Moderate
2018,5,Model_5,1.0,Unsupervised,112.4450461563221,23.91340910703355,0.7951852973055307,0.4470907109706019,0.909694161023807,0.8493251186941732,0.29,451,256.0,Adam,1035.397151094634,0.72,1.035397151094634,26.98180856896773,1,Low,Moderate,Very Strict,High
2013,12,Model_64,5.0,Supervised,281.554246956745,76.69239231922774,0.4192180921784723,0.6691274354767551,0.6183839415546156,0.7783349787335168,0.16,330,512.0,RMSprop,305.3680378341712,0.55,0.3053680378341712,67.4296722756668,0,High,High,Strict,High
2021,6,Model_71,2.0,Supervised,97.17225520301928,90.51970400995442,0.787396259415998,0.450673623197332,0.8455173954738376,0.9176528584206184,0.3,493,16.0,SGD,86808.91494544789,0.81,86.8089149454479,94.03620296477422,27,Very High,Low,Flexible,Very High
2010,8,Model_86,2.0,Supervised,229.7027287476772,36.0705293197969,0.6854477430981629,0.9782223920088253,0.7091801096565636,0.5198845619314052,0.28,325,32.0,Adamax,650.3703670081685,0.44,0.6503703670081685,49.80084205772569,0,Low,Low,Very Strict,Low
2017,1,Model_27,7.0,Reinforcement,264.7056753658555,8.85061304388406,0.8998439572001582,0.8759358356161641,0.6199759858250814,0.4992931226976015,0.25,104,256.0,RMSprop,1355.372504494565,0.71,1.355372504494565,66.56376043204152,1,High,High,Strict,High
2016,5,Model_79,2.0,Unsupervised,536.6332305261515,32.36230791052928,0.7010503799450863,0.7911848792319904,0.700133189404443,0.6519836622983789,0.14,491,256.0,SGD,3102.570079066377,0.64,3.102570079066377,79.55884329087496,2,High,High,Moderate,High
2016,3,Model_45,5.0,Unsupervised,613.5297688616661,47.85088706095598,0.5356808585744829,0.6790729885389796,0.6359009185251039,0.4257827853716835,0.23,286,256.0,Adamax,2403.978564249435,0.71,2.403978564249435,61.91821779975593,1,High,High,Strict,High
2012,2,Model_35,5.0,Unsupervised,939.4349408619772,57.64383138135895,0.7329860377694489,0.6087247889126992,0.6968863876732304,0.6863874434813128,0.13,282,64.0,SGD,482.2977714116396,0.49,0.4822977714116396,100.0,0,High,Low,Flexible,High
2013,11,Model_26,6.0,Supervised,327.9013025642879,57.80279375946584,1.0,0.6729799434307263,0.6530541928568556,0.6551907968257928,0.22,340,512.0,Adam,304.9543120623233,0.5,0.3049543120623233,64.15619183992052,0,High,High,Strict,High
